Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
58,D1 22:15,D1 22:30,2.901779235154895,0.0,2.901779235154895
59,D1 22:30,D1 22:45,2.901779235154895,0.0,2.901779235154895
60,D1 22:45,D1 23:00,2.901779235154895,0.0,2.901779235154895
61,D1 23:00,D1 23:15,2.901779235154895,0.0,2.901779235154895
62,D1 23:15,D1 23:30,2.901779235154895,0.0,2.901779235154895
63,D1 23:30,D1 23:45,2.901779235154895,0.0,2.901779235154895
64,D1 23:45,D1 00:00,2.9017792351547653,0.0,2.9017792351547653
65,D1 00:00,D1 00:15,2.901779235154895,0.0,2.901779235154895
66,D1 00:15,D1 00:30,2.901779235154895,0.0,2.901779235154895
67,D1 00:30,D1 00:45,2.901779235154895,0.0,2.901779235154895
68,D1 00:45,D1 01:00,2.901779235154895,0.0,2.901779235154895
69,D1 01:00,D1 01:15,2.901779235154895,0.0,2.901779235154895
70,D1 01:15,D1 01:30,2.901779235154895,0.0,2.901779235154895
71,D1 01:30,D1 01:45,2.901779235154895,0.0,2.901779235154895
72,D1 01:45,D1 02:00,2.901779235154895,0.0,2.901779235154895
73,D1 02:00,D1 02:15,2.901779235154895,0.0,2.901779235154895
74,D1 02:15,D1 02:30,2.901779235154895,0.0,2.901779235154895
75,D1 02:30,D1 02:45,2.901779235154895,0.0,2.901779235154895
76,D1 02:45,D1 03:00,2.901779235154895,0.0,2.901779235154895
77,D1 03:00,D1 03:15,2.901779235154895,0.0,2.901779235154895
78,D1 03:15,D1 03:30,2.901779235154895,0.0,2.901779235154895
79,D1 03:30,D1 03:45,2.901779235154895,0.0,2.901779235154895
80,D1 03:45,D1 04:00,2.901779235154895,0.0,2.901779235154895
81,D1 04:00,D1 04:15,2.901779235154895,0.0,2.901779235154895
82,D1 04:15,D1 04:30,2.901779235154895,0.0,2.901779235154895
83,D1 04:30,D1 04:45,2.901779235154895,0.0,2.901779235154895
84,D1 04:45,D1 05:00,2.901779235154895,0.0,2.901779235154895
85,D1 05:00,D1 05:15,2.901779235154895,0.0,2.901779235154895
86,D1 05:15,D1 05:30,2.901779235154895,0.0,2.901779235154895
87,D1 05:30,D1 05:45,2.901779235154895,0.0,2.901779235154895
88,D1 05:45,D1 06:00,2.901779235154895,0.0,2.901779235154895
89,D1 06:00,D1 06:15,2.901779235154448,0.0,2.901779235154448
90,D1 06:15,D1 06:30,2.9017792351548777,0.0,2.9017792351548777
91,D1 06:30,D1 06:45,2.9017792351550087,0.0,2.9017792351550087
92,D1 06:45,D1 07:00,2.9017792351543905,0.0,2.9017792351543905
93,D1 07:00,D1 07:15,2.901779235155082,0.0,2.901779235155082
94,D1 07:15,D1 07:30,2.901779235154879,0.0,2.901779235154879
95,D1 07:30,D1 07:45,2.901779235155106,0.0,2.901779235155106
96,D1 07:45,D1 08:00,2.901779235155094,0.0,2.901779235155094
